dataset,setting,seed,method,result_file,run_id,launch_source,m,tau,B,d_max,K,self_weight,paper_match,audit_status,evidence_path,notes
ACM,main,45,adaptive_graph_val,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\metrics.csv,main experiment\core\acm_main,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
ACM,main,45,adaptive_pair,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\metrics.csv,main experiment\core\acm_main,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
ACM,main,46,adaptive_complementarity,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\metrics.csv,main experiment\core\acm_main,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
ACM,main,46,adaptive_graph_val,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\metrics.csv,main experiment\core\acm_main,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
ACM,main,46,adaptive_pair,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\metrics.csv,main experiment\core\acm_main,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_main\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
ACM,hard_noisy,42,adaptive_complementarity,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics.csv,main experiment\core\acm_hard_noisy,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
ACM,hard_noisy,42,adaptive_graph_val,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics.csv,main experiment\core\acm_hard_noisy,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
ACM,hard_noisy,42,adaptive_pair,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics.csv,main experiment\core\acm_hard_noisy,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
ACM,hard_noisy,43,adaptive_complementarity,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics.csv,main experiment\core\acm_hard_noisy,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
ACM,hard_noisy,43,adaptive_graph_val,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics.csv,main experiment\core\acm_hard_noisy,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
ACM,hard_noisy,43,adaptive_pair,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics.csv,main experiment\core\acm_hard_noisy,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
ACM,hard_noisy,44,adaptive_complementarity,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics.csv,main experiment\core\acm_hard_noisy,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
ACM,hard_noisy,44,adaptive_graph_val,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics.csv,main experiment\core\acm_hard_noisy,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
ACM,hard_noisy,44,adaptive_pair,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics.csv,main experiment\core\acm_hard_noisy,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
ACM,hard_noisy,45,adaptive_complementarity,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics.csv,main experiment\core\acm_hard_noisy,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
ACM,hard_noisy,45,adaptive_graph_val,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics.csv,main experiment\core\acm_hard_noisy,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
ACM,hard_noisy,45,adaptive_pair,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics.csv,main experiment\core\acm_hard_noisy,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
ACM,hard_noisy,46,adaptive_complementarity,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics.csv,main experiment\core\acm_hard_noisy,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
ACM,hard_noisy,46,adaptive_graph_val,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics.csv,main experiment\core\acm_hard_noisy,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
ACM,hard_noisy,46,adaptive_pair,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics.csv,main experiment\core\acm_hard_noisy,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\acm_hard_noisy\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
DBLP,main,42,adaptive_complementarity,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\metrics.csv,main experiment\core\dblp_main,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
DBLP,main,42,adaptive_graph_val,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\metrics.csv,main experiment\core\dblp_main,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
DBLP,main,42,adaptive_pair,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\metrics.csv,main experiment\core\dblp_main,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
DBLP,main,43,adaptive_complementarity,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\metrics.csv,main experiment\core\dblp_main,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
DBLP,main,43,adaptive_graph_val,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\metrics.csv,main experiment\core\dblp_main,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\metrics_config.json;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\command.txt;C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\job.json,5,0.001,15,2,1,0.85,True,PASS,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\main experiment\core\dblp_main\metrics_config.json,Resolved from saved argparse config; command.txt cross-check available.
